City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
539,Coari,BR,73.45,scattered clouds,-4.085,-63.1414,HOTEL ALEX FLAT
541,Prainha,BR,73.36,overcast clouds,-1.8,-53.48,Casa Rocha
542,Batemans Bay,AU,66.0,scattered clouds,-35.7167,150.1833,Batemans Bay Marina Resort
545,Katobu,ID,88.7,scattered clouds,-4.9408,122.5276,La Ode Husein
548,Mildura,AU,69.01,broken clouds,-34.2,142.15,Mercure Hotel Mildura
552,Micoud,LC,80.6,few clouds,13.8167,-60.9,Zamacà
564,Galveston,US,73.99,clear sky,29.3669,-94.9669,Comfort Inn & Suites Texas City
565,Ojinaga,MX,69.8,clear sky,29.5667,-104.4167,Suites Las Palmas
566,Zvishavane,ZW,68.45,clear sky,-20.3267,30.0665,Hotel Boutique Runde
568,Coatzacoalcos,MX,80.74,overcast clouds,18.15,-94.4167,Parque Inn Hotel & Suites
576,Byron Bay,AU,73.4,clear sky,-28.65,153.6167,Backpackers Inn on the Beach
578,Lasem,ID,86.5,clear sky,-6.6922,111.4527,"Nyah Lasem | Museum, Guest House & Community Center"
580,Port Shepstone,ZA,67.42,clear sky,-30.7414,30.455,My Den Beachfront Bed and Breakfast | Self-Catering
582,Bouloupari,NC,77.0,broken clouds,-21.8667,166.05,Oua-Ya Lodge
583,Brownsville,US,72.0,clear sky,25.9018,-97.4975,University Inn & Suites
585,Riyadh,SA,87.8,clear sky,24.6877,46.7219,"InterContinental Riyadh, an IHG Hotel"
586,Bafq,IR,82.87,broken clouds,31.6128,55.4107,Alamdar Hotel
593,Samarinda,ID,86.76,light rain,-0.5,117.15,Aston Samarinda Hotel & Convention Center
598,Honiara,SB,81.64,broken clouds,-9.4333,159.95,Heritage Park Hotel
605,Imbituba,BR,69.8,moderate rain,-28.24,-48.6703,Praia Hotel Imbituba
606,Madras,IN,89.6,scattered clouds,13.0878,80.2785,City home
608,Port-Gentil,GA,78.8,broken clouds,-0.7193,8.7815,Fengshui Residence
611,Kahului,US,73.4,scattered clouds,20.8947,-156.47,Maui Seaside Hotel
612,Taraz,KZ,75.2,clear sky,42.9,71.3667,Comfort Inn
616,Puerto Escondido,MX,80.37,overcast clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
620,Kirakira,SB,82.18,overcast clouds,-10.4544,161.9205,SanBiz Lodge
621,Itarema,BR,76.53,overcast clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
623,Marawi,PH,86.0,broken clouds,7.9986,124.2928,Derogongan Residence
625,Dezhou,CN,69.62,overcast clouds,37.4486,116.2925,Zhongtai International Hotel
633,North Las Vegas,US,75.2,clear sky,36.1989,-115.1175,Plaza Hotel & Casino
635,El Copey,CO,79.0,scattered clouds,10.1503,-73.9614,Copey cesar
642,Corn Island,NI,80.33,broken clouds,12.1694,-83.0418,Big Fish Guest House
646,Tateyama,JP,71.6,broken clouds,34.9833,139.8667,Tateyama Seaside Hotel
647,Basco,PH,76.48,scattered clouds,20.4487,121.9702,Nathaniel's Lodge
648,Takoradi,GH,72.7,moderate rain,4.8845,-1.7554,Raybow International Hotel
653,Domoni,KM,82.42,overcast clouds,-12.2569,44.5319,Al Djadid
659,Mulatupo,PA,77.59,broken clouds,8.9492,-77.7652,Hostal Nuevo Sasardí
662,Manacapuru,BR,75.2,clear sky,-3.2997,-60.6206,Novo Hotel
663,Bonthe,SL,78.94,overcast clouds,7.5264,-12.505,Bonthe Holiday Village
664,Tutoia,BR,77.67,overcast clouds,-2.7619,-42.2744,Pousada Guará's
666,Los Llanos De Aridane,ES,66.2,scattered clouds,28.6585,-17.9182,Valle Aridane
668,Nushki,PK,86.61,clear sky,29.5542,66.0215,Jahangir Hotel Noshki
669,Tiarei,PF,77.0,light rain,-17.5333,-149.3333,Le Rocher de Tahiti
672,Phuket,TH,88.0,few clouds,8.0,98.25,The Surin Phuket
673,Payakumbuh,ID,82.02,scattered clouds,-0.2202,100.6308,OYO 3114 Homestay Dalimo
675,Dakoro,NE,81.03,overcast clouds,14.5106,6.765,Shagon mai liverpool
678,Polis,CY,68.0,clear sky,35.0367,32.4264,Marion
687,Manama,BH,87.8,clear sky,26.2154,50.5832,Al Safir Hotel & Tower
689,Tautira,PF,77.0,light rain,-17.7333,-149.15,Pension Oaoa
